id,kode,nama,categoryId,mitra,stok,modal,p1,p2,p3,p4,lokasiItem,lokasiStock,notes
14273,5BPE811000,PEDAL VERSNELING SCORPIO YAMAHA TK2B,,,0,127585,161500,137500,145500,149000,,,
18550,5BPF221011,SHOCK BLKG YAMAHA SCORPIO,,,0,494145,625500,532000,563000,576000,,,
999,5BPF311000,AS SHOCK DPN YAMAHA SCORPIO,,BERLIAN JAYA,0,284400,360000,306000,324000,332000,,,
18606,5BPF314500,SIL SHOK DPN YAMAHA VIXION/SCORPIO,,BERLIAN JAYA,0,37920,48000,41000,43500,45000,,,
10709,5BPF341600,KRT TUTUP COMSTIR YAMAHA SCORPIO TK1L9,,,0,43845,55500,47500,50000,52000,,,
3655,5BPF387301,COMSTIR YAMAHA VIXION BAWAH,,BERLIAN JAYA,0,98750,125000,106500,112500,115000,,,
3653,5BPF387500,COMSTIR YAMAHA SCORPIO/VIXION TK1L9,,,0,51350,65000,55500,58500,60000,,,
9829,5BPF530K20,KAMPAS REM BLK YAMAHA SCORPIO,,YAMAHA,0,63200,80000,68000,72000,74000,,,
9768,5BP-F530K-20-IP,KAMPAS REM BLK IP SCORPIO/VIXION/VEGA ZR,,38,0,32430,47000,40000,42300,43500,,,
20256,5BPF53210033,TUTUP TROMOL BLK YAMAHA RXKSCORPIO HITAM,,,0,105860,134000,114000,121000,123500,,,
20255,5BPF53210135,TUTUP TROMOL BLK YAMAHA RXK/SCORPIO/VIXION SILVER,,YAMAHA,0,97565,123500,105000,111500,114000,,,
4555,5BPF53660035,DUDUKAN GIR BLK YAMAHA SCORPIO,,,0,110600,140000,119000,126000,129000,,,
5982,5BPF624000,HANFAT KANAN YAMAHA SCORPIO TK2K,,,0,31995,40500,34500,36500,38000,,,
19023,5BPF628001,SPION YAMAHA SCORPIO Z KR,,HARPINDO,0,73470,93000,79500,84000,86000,,,
19022,5BPF629001,SPION YAMAHA SCORPIO Z KN,,,0,73470,93000,79500,84000,86000,,,
7740,5BPF631100,KABEL GAS YAMAHA SCORPIO,,,0,41870,53000,45500,48000,49000,,,
7976,5BPF633500,KABEL KOPLING YAMAHA SCORPIOZ TK2B,,,0,47795,60500,51500,54500,56000,,,
13693,5BPF721100,PEDAL REM YAMAHA SCORPIOZ TK2B,,,0,85320,108000,92000,97500,100000,,,
19725,5BPF723100,STICK REM BLK YAMAHA SCORPIO,,,0,18565,23500,20000,21500,22000,,,
10564,5BPH196010,KIPROK YAMAHA SCORPIO TK1E22,,,0,186045,235500,200500,212000,217000,,,
3450,5BPH231001,COIL YAMAHA SCORPIO TK2C,,Harpindo,0,119290,151000,128500,136000,139000,,,
8569,5BPH355000,KABEL SPEDO YAMAHA SCORPIOZ TK2B,,,0,31205,39500,34000,36000,37000,,,
8248,5BPH356000,KABEL RPM YAMAHA SCORPIO,,,0,30020,38000,32500,34500,35000,,,
6914,5BPH396910,HOLDER YAMAHA SCORPIO Z KIRI TK2B,,,0,232655,294500,250500,265500,271000,,,
6912,5BPH397500,HOLDER YAMAHA SCORPIO KANAN,,,0,240950,305000,259500,274500,281000,,,
6913,5BPH397510,HOLDER YAMAHA SCORPIO Z KANAN TK2B,,,0,240950,305000,259500,274500,281000,,,
1046,5BPH431410,BALON DPN YAMAHA SCORPIO,,,0,127190,161000,137000,145000,149000,,,
17089,5BPH431A11,REFEKTOR YAMAHA SCORPIO,,,0,178145,225500,192000,203000,208000,,,
19605,5BPH551000,SPUL ASSY YAMAHA SCORPIO,,,0,557740,706000,600500,635500,650000,,,
3160,5BPH554010,CDI YAMAHA SCORPIO TK1E32,,,0,563665,713500,606500,642500,657000,,,
2809,5BP-H5540-10-IP,CDI DIGITAL SCORPIO IP,,,0,95590,121000,103000,109000,112000,,,
9712,5BPWE63A10,KAMPAS KOPLING YAMAHA SCORPIO,,YAMAHA,0,141015,178500,152000,161000,165000,,,
5161,5BPWF01A20,GIR SET YAMAHA SCORPIO,,YAMAHA,0,502835,636500,541500,573000,586000,,,
3652,5BPWF34100,COMSTIR YAMAHA SCORPIO ASSY TK1L9,,,0,515080,652000,554500,587000,600000,,,
3530,5BP-WF341-00-IP,COMSTIR IP SCORPIO TK2-C-1-7,,,0,46500,62000,52750,56000,58000,,,
13090,5CAE414700,ORING INJEKSI MIO J YAMAHA,,,0,27255,34500,29500,31500,32000,,,
6965,5D7E377000,INJEKTOR YAMAHA NMAX,,,0,436870,553000,470500,498000,509000,,,
3820,5D9-11650-00-IP,CONRODKIT IP VEGAZR/JUPITERZ ROBOT/MIO J TK2-B,,,0,120750,161000,137000,145000,149000,,,
13361,5D9E118100,P KOP YAMAHA VEGA ZR,,,0,21330,27000,23000,24500,25000,,,
13173,5D9E135110,P BLOK YAMAHA VEGA ZR,,BERLIAN JAYA,0,7110,9000,8000,8500,9000,,,
16134,5D9E163000,PISTON KIT YAMAHA VEGA ZR/JUPITER ROBOT STD TK1AB,,YAMAHA,0,120870,153000,130500,138000,141000,,,
16133,5D9E1630B0,PISTON KIT YAMAHA VEGA ZR/JUPITER ROBOT 50 TK1AB,,BERLIAN JAYA,0,119290,151000,128500,136000,139000,,,
16132,5D9E1630C0,PISTON KIT YAMAHA VEGA ZR/JUPITER ROBOT 100 YAMAHA TK1AB,,BERLIAN JAYA,0,119290,151000,128500,136000,139000,,,
16185,5D9E163100,PISTON ONLY STD VEGA ZR/JUPITER ROBOT YAMAHA TK1AB,,YAMAHA,0,102305,129500,110500,117000,120000,,,
16167,5D9E163609,PISTON ONLY 50 VEGA ZR/JUPITER ROBOT YAMAHA TK1AB,,YAMAHA,0,102305,129500,110500,117000,120000,,,
4036,5D9E165000,CONRODKIT YAMAHA VEGA ZR TK2B,,,0,235815,298500,254000,269000,275000,,,
10694,5D9E211110,KLEP SET YAMAHA VEGA ZR BESAR,,,0,42660,54000,46000,49000,50000,,,
10695,5D9E212110,KLEP SET YAMAHA VEGA ZR KECIL,,,0,65965,83500,71000,75500,77000,,,
12710,5D9E217010,NOKEN AS YAMAHA JUPITER Z ROBOT/VEGA ZR TK2C,,BERLIAN JAYA,0,251220,318000,270500,286500,293000,,,
19634,5D9E221000,STELAN TENSIONER YAMAHA VEGA ZR,,,0,176170,223000,190000,201000,206000,,,
10143,5D9E224100,KARET TENSIONER YAMAHA VEGA ZR PANJANG,,,0,66755,84500,72000,76500,78000,,,
12998,5D9E330000,OLI POMP ASSY YAMAHA VEGA ZR TK2C,,,0,90455,114500,97500,103500,106000,,,
12156,5D9E358600,MANIPOL YAMAHA VEGA ZR,,,0,46215,58500,50000,53000,54000,,,
2030,5D9E445001,BUSA FILTER YAMAHA VEGA ZR,,,0,33575,42500,36500,38500,40000,,,
14039,5D9E562000,PEDAL SLAH YAMAHA VEGA ZR TK2B,,,0,72680,92000,78500,83000,85000,,,
9713,5D9E632100,KAMPAS KOPLING YAMAHA VEGA ZR,,HARPINDO,0,44240,56000,48000,50500,52000,,,
9714,5D9E632120,KAMPAS KOPLING YAMAHA VEGA ZR NEWJUP Z 1DY,,,0,44240,56000,48000,50500,52000,,,
18018,5D9E661100,RUMAH GANDA YAMAHA VEGA ZR,,,0,367745,465500,396000,419000,429000,,,
18019,5D9E661110,RUMAH GANDA YAMAHA VEGA ZR 21T,,BERLIAN JAYA,0,317580,402000,342000,362000,370000,,,
9228,5D9E662001,KAMPAS GANDA YAMAHA VEGA ZR ASSY TK1G,,,0,311260,394000,335000,355000,363000,,,
14395,5D9E811110,PEDAL VERSNELING YAMAHA VEGA ZR TK2B,,,0,56880,72000,61500,65000,67000,,,
18553,5D9F221000,SHOCK BLKG YAMAHA VEGA ZR,,,2,190390,241000,205000,217000,222000,,,
1001,5D9F311000,AS SHOCK DPN YAMAHA VEGA ZR,,,4,124425,157500,134000,142000,145000,,,
9830,5D9F530K00,KAMPAS REM BLK YAMAHA VEGA ZR,,BERLIAN JAYA,5,62410,79000,67500,71500,73000,,,
20094,5D9F531100,TROMOL BLK YAMAHA VEGA ZR HITAM,,BERLIAN JAYA,0,236605,299500,255000,270000,276000,,,
20257,5D9F532100,TUTUP TROMOL BLK YAMAHA VEGA ZR,,YAMAHA,0,138645,175500,149500,158000,162000,,,
4556,5D9F536600,DUDUKAN GIR BLK YAMAHA VEGA ZR TK2C,,,0,73075,92500,79000,83500,86000,,,
15176,5D9F582U01,PIRINGAN CAKRAM DPN YAMAHA VEGA ZR,,,0,180120,228000,194000,205500,210000,,,
19031,5D9F628U01,SPION YAMAHA VEGA ZR KR,,HARPINDO,0,52140,66000,56500,59500,61000,,,
19030,5D9F629001,SPION YAMAHA VEGA ZR KN,,HARPINDO,0,55300,70000,59500,63000,65000,,,
7744,5D9F631100,KABEL GAS YAMAHA VEGA ZR,,,0,25280,32000,27500,29000,30000,,,
13694,5D9F721100,PEDAL REM YAMAHA VEGA ZR,,,0,79395,100500,85500,90500,93000,,,
13696,5D9F721120,PEDAL REM YAMAHA VEGAZR TK2B,,,0,79395,100500,85500,90500,93000,,,
19608,5D9H141000,SPUL ASSY YAMAHA VEGA ZR 8SP,,,0,275315,348500,296500,314000,321000,,,
19607,5D9H141010,SPUL ASSY YAMAHA VEGA ZR 12SP,,,0,275315,348500,296500,314000,321000,,,
8570,5D9H355000,KABEL SPEDO YAMAHA VEGA ZR TK2B,,,0,26860,34000,29000,31000,32000,,,
6925,5D9H397510,HOLDER YAMAHA VEGA ZR/RR KANAN,,,0,79790,101000,86000,91000,93000,,,
6922,5D9H397511,HOLDER YAMAHA VEGA RR/ZR KANANTK2B,,,0,79790,101000,86000,91000,93000,,,
6924,5D9H397600,HOLDER YAMAHA VEGA ZR KIRI,,,0,31995,40500,34500,36500,38000,,,
6923,5D9H397610,HOLDER YAMAHA VEGA ZR KANAN TK2B,,,0,38710,49000,42000,44500,46000,,,
17095,5D9H430A01,REFEKTOR YAMAHA VEGA ZR,,,0,137065,173500,147500,156500,160000,,,
2811,5D9-H5540-10-IP,CDI DIGITAL VEGA ZR/VEGA R/VEGA R N,,,0,161950,205000,174500,184500,189000,,,
3163,5D9H554A11,CDI YAMAHA VEGA ZR TK1E32,,,0,381965,483500,411000,435500,445000,,,
480,5D9H575201,APUNG TANGKI YAMAHA VEGA ZR,,,0,107045,135500,115500,122000,125000,,,
5164,5D9W001A30,GIR SET YAMAHA VEGA ZR,,YAMAHA,1,188415,238500,203000,215000,220000,,,
5150,5D9W001A40,GIR SET YAMAHA JUP ROBOT,,HARPINDO,0,184860,234000,199000,211000,216000,,,
5163,5D9WF01A50,GIR SET YAMAHA VEGA RR,,YAMAHA,1,176960,224000,190500,202000,207000,,,
11677,5D9XH25001,KUNCI KONTAK YAMAHA VEGA ZR ASSY TK1T12,,YAMAHA,0,166690,211000,179500,190000,195000,,,
3161,5ER8554000,CDI YAMAHA VEGA COP TK1E32,,,0,586180,742000,631000,668000,683000,,,
4037,5ERE165000,CONRODKIT YAMAHA VEGA/CRP/JUP/5HV,,,0,271365,343500,292000,309500,317000,,,
14038,5ERE562000,PEDAL SLAH YAMAHA VEGA R TK2B,,,0,69520,88000,75000,79500,81000,,,
18554,5ERF221000,SHOCK BLKG YAMAHA VEGAR,,BERLIAN JAYA,2,190390,241000,205000,217000,222000,,,
7743,5ERF631100,KABEL GAS YAMAHA VEGA TK2B,,,0,32785,41500,35500,37500,39000,,,
7096,5ERF633100,KABEL CUK YAMAHA VEGA TK2B,,,0,20145,25500,22000,23000,24000,,,
13695,5ERF721100,PEDAL REM YAMAHA VEGAR/CRYTON TK2B,,,0,93615,118500,101000,107000,110000,,,
4158,5ERH237000,COP BUSI YAMAHA VEGA,,,0,36735,46500,40000,42000,43000,,,
6919,5ERH397520,HOLDER YAMAHA VEGA R KANAN TK2B,,,0,226335,286500,244000,258000,264000,,,
17092,5ERH431020,REFEKTOR YAMAHA VEGA R,,,0,219225,277500,236000,250000,256000,,,
19606,5ERH551000,SPUL ASSY YAMAHA VEGA,,,0,616200,780000,663000,702000,718000,,,
3162,5ERH554011,CDI YAMAHA VEGA SOKET TK1E32,,,0,586180,742000,631000,668000,683000,,,
11678,5ERXH25001,KUNCI KONTAK YAMAHA VEGA/FIZ R/FI/ALFA ASSY TK1T12,,HARPINDO,0,231470,293000,249500,264000,270000,,,
1044,5LLH431400,BALON DPN YAMAHA BEBEK 12V 2525,,,0,11455,14500,12500,13500,14000,,,
3149,5LLH554010,CDI YAMAHA JUP OLD TK1E32,,,0,676240,856000,728000,770500,788000,,,
13350,5LME118100,P KOP YAMAHA JUP,,BERLIAN JAYA,0,27255,34500,29500,31500,32000,,,
14029,5LME562000,PEDAL SLAH YAMAHA JUP Z,,HARPINDO,0,81765,103500,88000,93500,96000,,,
19593,5LMH141000,SPUL ASSY YAMAHA JUPITER,,,0,457805,579500,493000,522000,534000,,,
5896,5LMH392200,HANDEL REM YAMAHA JUP Z/FIZ R KN TK2L,,,0,33180,42000,36000,38000,39000,,,
472,5LMH575200,APUNG TANGKI YAMAHA JUPITER Z/VEGA/FIZR,,,0,117710,149000,127000,134500,138000,,,
13162,5LNE135100,P BLOK YAMAHA JUP Z,,BERLIAN JAYA,0,17775,22500,19500,20500,21000,,,
9226,5LW1662002,KAMPAS GANDA YAMAHA NOUVO ASSY TK1G,,,0,635950,805000,684500,724500,741000,,,
17449,5LW1763200,ROLLER YAMAHA MIO LAMA ONLY TK1E41,,,0,14615,18500,16000,17000,18000,,,
13351,5LWE118100,P KOP YAMAHA MIO,,BERLIAN JAYA,0,21330,27000,23000,24500,25000,,,
13164,5LWE135100,P BLOK YAMAHA MIO,,BERLIAN JAYA,0,7900,10000,8500,9000,10000,,,
10685,5LWE211100,KLEP SET YAMAHA MIO NOUVO BESAR,,,0,47005,59500,51000,54000,55000,,,
10686,5LWE212100,KLEP SET YAMAHA MIO/NOUVO KECIL,,,0,71100,90000,76500,81000,83000,,,
12716,5LWE217001,NOKEN AS YAMAHA MIO TK2C,,,0,344440,436000,371000,392500,402000,,,
18030,5LWE541700,RUMAH MAGNIT MIO YAMAHA,,,0,76630,97000,82500,87500,90000,,,
10393,5LWE761100,KIPAS ALUMUNIUM YAMAHA MIO/NOUVO,,,0,44240,56000,48000,50500,52000,,,
18143,5LWE762000,RUMAH ROLLER YAMAHA MIO,,HARPINDO,0,81370,103000,88000,93000,95000,,,
18088,5LW-E762S-00-IP,RUMAH ROLLER IP MIO,,,0,89250,127500,108500,115000,118000,,,
8200,5LWF635100,KABEL REM YAMAHA NUOVO,,,0,82555,104500,89000,94500,97000,,,
11670,5LWH250112,KUNCI KONTAK YAMAHA NOUVO ASSY TK1T12,,YAMAHA,0,244110,309000,263000,278500,285000,,,
478,5LWH575200,APUNG TANGKI YAMAHA NOUVO,,,0,74260,94000,80000,85000,87000,,,
16116,5MXE163000,PISTON KIT YAMAHA MIO/NOUVO STD TK1AB,,YAMAHA,0,124030,157000,133500,141500,145000,,,
16115,5MXE163020,PISTON KIT YAMAHA MIO/NOUVO 50 TK1AB,,,0,124030,157000,133500,141500,145000,,,
16114,5MXE163040,PISTON KIT YAMAHA MIO/NOUVO 100 TK1AB,,,0,124030,157000,133500,141500,145000,,,
16180,5MXE163100,PISTON ONLY STD MIO/NOUVO YAMAHA TK1AB,,YAMAHA,0,66360,84000,71500,76000,78000,,,
16161,5MXE163600,PISTON ONLY 50 MIO/NOUVO YAMAHA TK1AB,,YAMAHA,0,66360,84000,71500,76000,78000,,,
16143,5MXE163800,PISTON ONLY 100 MIO YAMAHA TK1AB,,YAMAHA,0,66360,84000,71500,76000,78000,,,
4028,5MXE165000,CONRODKIT YAMAHA NOUVO/MIO TK2B,,,0,235815,298500,254000,269000,275000,,,
19630,5MXE221000,STELAN TENSIONER YAMAHA MIO,,,0,129955,164500,140000,148500,152000,,,
10130,5MXE223100,KARET TENSIONER YAMAHA MIO,,,0,66360,84000,71500,76000,78000,,,
10131,5MXE224100,KARET TENSIONER YAMAHA MIO ATAS,,,0,104280,132000,112500,119000,122000,,,
18544,5MXF221002,SHOCK BLKG YAMAHA NOUVO,,,0,183675,232500,198000,209500,214000,,,
17711,5MXF510400,RUJI YAMAHA NOUVO DEPAN,,,0,35945,45500,39000,41000,42000,,,
17707,5MXF530400,RUJI YAMAHA MIO BLK,,,0,37525,47500,40500,43000,44000,,,
9826,5MXF530K00,KAMPAS REM BLK YAMAHA MIO,,BERLIAN JAYA,7,50560,64000,54500,58000,59000,,,
9764,5MX-F530K-00-IP,KAMPAS REM BLK IP MIO/MX/BYSON/XEON,,,32,29140,47000,40000,42300,43500,,,
19017,5MXF628000,SPION YAMAHA MIO/NOUVO KR,,HARPINDO,0,71100,90000,76500,81000,83000,,,
19016,5MXF629000,SPION YAMAHA MIO/NOUVO KN,,HARPINDO,0,71100,90000,76500,81000,83000,,,
19897,5MXH194011,SWIT STATER YAMAHA MIO/NOUVO,,,0,99540,126000,107500,113500,116000,,,
4154,5MXH237000,COP BUSI YAMAHA MIO,,,0,56090,71000,60500,64000,66000,,,
8566,5MXH355010,KABEL SPEDO YAMAHA NOUVO TK2B,,,0,43055,54500,46500,49500,51000,,,
475,5MXH575200,APUNG TANGKI YAMAHA MIO N,,,0,129165,163500,139000,147500,151000,,,
19943,5P01241100,TERMOSTAT YAMAHA BYSON,,,0,336935,426500,363000,384000,393000,,,
20280,5P01411200,VAKUM ASSY YAMAHA MX NEW/XEON,,,0,333775,422500,359500,380500,389000,,,
20089,5P0F531100,TROMOL BLK YAMAHA MIO M3,,,0,340490,431000,366500,388000,397000,,,
12344,5P0F580A00,MASTER REM KIT YAMAHA JUPITER Z,,HARPINDO,0,112575,142500,121500,128500,132000,,,
3449,5T5H231009,COIL YAMAHA RXKING TK2C,,HARPINDO,0,97565,123500,105000,111500,114000,,,
11674,5T5H250100,KUNCI KONTAK YAMAHA RXK OLD ASSY TK1T11,,BERLIAN JAYA,0,208165,263500,224000,237500,243000,,,
2884,5TF-H5540-00-IP,CDI JUPITERZ IP,,,0,165900,210000,178500,189000,194000,,,
3150,5TFH554001,CDI YAMAHA JUP Z TK1E32,,,0,698755,884500,752000,796500,814000,,,
3801,5TL-11650-00-IP,CONRODKIT IP MIO TK2-B,,,0,117750,157000,133500,141500,145000,,,
4026,5TLE165000,CONRODKIT YAMAHA MIO TK2B,,,0,215670,273000,232500,246000,252000,,,
12712,5TLE217000,NOKEN AS YAMAHA MIO,,,0,274920,348000,296000,313500,321000,,,
12147,5TLE358500,MANIPOL YAMAHA MIO,,,0,118105,149500,127500,135000,138000,,,
2018,5TLE445000,BUSA FILTER YAMAHA MIO,,HARPINDO,0,38315,48500,41500,44000,45000,,,
2566,5TLE490112,CARBURATOR YAMAHA MIO,,,0,841350,1065000,905500,958500,980000,,,
20279,5TLE494000,VAKUM ASSY YAMAHA MIO,,BERLIAN JAYA,23,204610,259000,220500,233500,239000,,,
1888,5TLE540701,BUSA FILTER CVT YAMAHA MIO,,,0,20935,26500,23000,24000,25000,,,
14030,5TLE562001,PEDAL SLAH YAMAHA MIO,,,0,52930,67000,57000,60500,62000,,,
18012,5TLE661103,RUMAH GANDA YAMAHA MIO,,,0,175380,222000,189000,200000,205000,,,
9217,5TLE662002,KAMPAS GANDA YAMAHA MIO ASSY,,,0,239765,303500,258000,273500,280000,,,
8872,5TL-E6620-NS-IP,KAMPAS GANDA IP MIO ONLY,,,0,86250,115000,97750,103500,106000,,,
10391,5TLE761100,KIPAS ALUMUNIUM YAMAHA MIO,,BERLIAN JAYA,0,40290,51000,43500,46000,47000,,,
16230,5TLE762300,PLAT TAHANAN RUMAH ROLLER YAMAHA MIONOUVO Z,,BERLIAN JAYA,0,38315,48500,41500,44000,45000,,,
20441,5TLE764101,VANBELT YAMAHA MIO ONLY,,,2,78210,99000,84500,89500,92000,,,
14506,5TLE768300,PER CVT YAMAHA MIO TK2C,,,0,41475,52500,45000,47500,49000,,,
4203,5TLE768400,CORONG PULLY YAMAHA MIO TK2C,,HARPINDO,0,53720,68000,58000,61500,63000,,,
987,5TLF311000,AS SHOCK DPN YAMAHA MIO,,,3,125610,159000,135500,143500,147000,,,
17709,5TLF510401,"RUJI YAMAHA MIO/MIO/J, MIO M3 DEPAN 129",,,0,35550,45000,38500,40500,42000,,,
4907,5TLF519001,GIR BOX SPEDO YAMAHA MIO,,,0,159580,202000,172000,182000,186000,,,
20088,5TLF531100,TROMOL BLK YAMAHA MIO,,,0,333380,422000,359000,380000,389000,,,
15171,5TLF582U30,PIRINGAN CAKRAM DPN YAMAHA MIO,,,0,395395,500500,425500,450500,461000,,,
4570,5TLF586701,DUDUKAN SPION YAMAHA MIO KN,,HARPINDO,0,20935,26500,23000,24000,25000,,,
4574,5TLF586711,DUDUKAN SPION YAMAHA VEGA R/MIO KN,,BERLIAN JAYA,0,20935,26500,23000,24000,25000,,,
5978,5TLF624000,HANFAT KANAN YAMAHA MIO TK2K,,BERLIAN JAYA,0,21725,27500,23500,25000,26000,,,
6026,5TLF624100,HANFAT KIRI YAMAHA MIO TK2K,,,0,17380,22000,19000,20000,21000,,,
2177,5TLF627000,CAKEPAN GAS YAMAHA MIO TK2,,,0,18565,23500,20000,21500,22000,,,
2176,5TLF628100,CAKEPAN GAS YAMAHA JUPITER Z TK2,,,0,10665,13500,11500,12500,13000,,,
7728,5TLF631110,KABEL GAS YAMAHA MIO TK2B,,HARPINDO,0,71890,91000,77500,82000,84000,,,
7092,5TLF633100,KABEL CUK YAMAHA MIO TK2B,,,0,32390,41000,35000,37000,38000,,,
8199,5TLF635100,KABEL REM YAMAHA MIO TK2B,,,0,51350,65000,55500,58500,60000,,,
19597,5TLH141000,SPUL ASSY YAMAHA MIO,,,0,317975,402500,342500,362500,371000,,,
10554,5TLH196000,KIPROK YAMAHA MIO,,,3,162740,206000,175500,185500,190000,,,
3447,5TLH231010,COIL YAMAHA MIO TK2C,,,0,93615,118500,101000,107000,110000,,,
8563,5TLH355000,KABEL SPEDO YAMAHA MIO/MIO NEW TK2B,,,0,24885,31500,27000,28500,29000,,,
5538,5TLH391220,HANDEL KOPLING YAMAHA MIO SILVER,,BERLIAN JAYA,0,55300,70000,59500,63000,65000,,,
5897,5TLH392200,HANDEL REM YAMAHA MIO KN,,BERLIAN JAYA,0,33180,42000,36000,38000,39000,,,
5709,5TL-H3922-10,HANDEL REM MIOMX HITAM,,,0,26860,34000,29000,31000,31500,,,
4571,5TLH395520,DUDUKAN SPION YAMAHA MIO KR,,,0,8295,10500,9000,9500,10000,,,
6897,5TLH397331,HOLDER YAMAHA MIO KIRI TK2B,,,0,185255,234500,199500,211500,216000,,,
6896,5TLH397531,HOLDER YAMAHA MIO KANAN TK2B,,,0,92825,117500,100000,106000,109000,,,
17075,5TLH431010,REFEKTOR YAMAHA MIO,,,0,207770,263000,224000,237000,242000,,,
2928,5TL-H5540-10-IP,CDI MIO/MIO SOUL IP,,,0,161950,205000,174500,184500,189000,,,
3152,5TLH554012,CDI YAMAHA MIO/SOULFINO,,HARPINDO,0,491380,622000,529000,560000,573000,,,
473,5TLH575210,APUNG TANGKI YAMAHA MIO,,,0,65570,83000,71000,75000,77000,,,
4417,5TLW004501,DISCPAD DPN YAMAHA MIO,,,0,51350,65000,55500,58500,60000,,,
4337,5TL-W0045-01-IP,DISCPAD DPN IP MIO OLD,,INDOPARTS,0,15480,21500,18300,19400,20000,,,
9222,5TLWE66200,KAMPAS GANDA YAMAHA MIO ONLY TK1G,,BERLIAN JAYA,0,104280,132000,112500,119000,122000,,,
3525,5TL-WF341-00-IP,COMSTIR IP JUPITER/Z/VEGA/ZR/MIO/BYSON,,,0,40500,54000,45900,48600,50000,,,
11663,5TLXH25000,KUNCI KONTAK YAMAHA MIO ASSY TK1T12,,BERLIAN JAYA,0,164320,208000,177000,187500,192000,,,
3793,5TN-11650-00-IP,CONRODKIT IP JUPITER Z TK2-B,,,0,108000,144000,122500,130000,133000,,,
16106,5TNE163000,PISTON KIT YAMAHA JUPITER Z/NEW/VEGA R NEW STD TK1AB,,,0,122450,155000,132000,139500,143000,,,
16105,5TNE163010,PISTON KIT YAMAHA JUPITER Z/NEW/VEGA R NEW 50 TK1AB,,,0,122450,155000,132000,139500,143000,,,
16104,5TNE163020,PISTON KIT YAMAHA JUPITER Z/NEW/VEGA R NEW 100 TK1AB,,,0,122450,155000,132000,139500,143000,,,
19596,5TNH141000,SPUL ASSY YAMAHA JUPITERZ,,,0,321135,406500,346000,366000,374000,,,
3443,5TNH231001,COIL YAMAHA JUPITER Z,,BERLIAN JAYA,0,77815,98500,84000,89000,91000,,,
9700,5TNWE63A10,KAMPAS KOPLING YAMAHA JUPITER Z,,HARPINDO,0,157605,199500,170000,180000,184000,,,
1781,5TPE131001,BURING YAMAHA JUPITER Z,,,0,353130,447000,380000,402500,412000,,,
4021,5TPE165000,CONRODKIT YAMAHA JUPITER Z TK2B,,,0,208955,264500,225000,238500,244000,,,
10681,5TPE211100,KLEP SET YAMAHA JUPITER Z BESAR,,BERLIAN JAYA,0,42660,54000,46000,49000,50000,,,
10682,5TPE212100,KLEP SET YAMAHA JUPITER Z KECIL,,BERLIAN JAYA,0,65965,83500,71000,75500,77000,,,
12708,5TPE217000,NOKEN AS YAMAHA JUP Z TK2C,,,0,255170,323000,275000,291000,298000,,,
12145,5TPE358600,MANIPOL YAMAHA JUP Z,,,0,64780,82000,70000,74000,76000,,,
2565,5TPE410120,CARBURATOR YAMAHA JUPITER Z,,BERLIAN JAYA,0,1032135,1306500,1111000,1176000,1202000,,,
2016,5TPE445110,BUSA FILTER YAMAHA JUPITER Z,,,0,33575,42500,36500,38500,40000,,,
18011,5TPE661100,RUMAH GANDA YAMAHA JUPITER Z 05,,,0,330220,418000,355500,376500,385000,,,
14389,5TPE811110,PEDAL VERSNELING YAMAHA JUPITER Z/VEGA R N,,BERLIAN JAYA,0,83345,105500,90000,95000,98000,,,
18524,5TPF221010,SHOCK BLKG YAMAHA JUPITER Z,,,2,198685,251500,214000,226500,232000,,,
986,5TPF311000,AS SHOCK DPN YAMAHA JUPITER Z,,,0,137065,173500,147500,156500,160000,,,
9824,5TPF530K01,KAMPAS REM BLK YAMAHA JUP Z,,YAMAHA,5,42660,54000,46000,49000,50000,,,
15168,5TPF582U00,PIRINGAN CAKRAM DPN YAMAHA JUPITER Z,,,0,176170,223000,190000,201000,206000,,,
7086,5TPF633100,"KABEL CUK VEGAR, JUPITER Z YAMAHA TK2B",,,0,18565,23500,20000,21500,22000,,,
13690,5TPF721100,PEDAL REM YAMAHA JUP Z,,,0,71100,90000,76500,81000,83000,,,
19594,5TPH141000,SPUL ASSY YAMAHA JUPITER Z/VEGAR NEW,,BERLIAN JAYA,0,302570,383000,326000,345000,353000,,,
19895,5TPH194000,SWIT STATER YAMAHA JUPITER Z,,,0,97960,124000,105500,112000,115000,,,
3451,5TPH231010,COIL YAMAHA VEGA/JUPITER Z,,,0,77815,98500,84000,89000,91000,,,
10619,5TPH337100,KLAKSON YAMAHA JUPITER Z,,,0,35155,44500,38000,40500,41000,,,
8559,5TPH355000,KABEL SPEDO YAMAHA JUPITER Z TK2B,,,0,30020,38000,32500,34500,35000,,,
17071,5TPH430000,REFEKTOR YAMAHA JUPITER Z,,,0,290720,368000,313000,331500,339000,,,
5151,5TPWF01A10,GIR SET YAMAHA JUPZ,,YAMAHA,2,176960,224000,190500,202000,207000,,,
11658,5TPXH25012,KUNCI KONTAK YAMAHA JUPITER Z NEW ASSY TK1T12,,YAMAHA,0,208560,264000,224500,238000,243000,,,
11660,5TPXH25032,KUNCI KONTAK YAMAHA JUPITER Z/VEGA R NEW ASSY TK1T12,,YAMAHA,0,208560,264000,224500,238000,243000,,,
19633,5TX1221000,STELAN TENSIONER YAMAHA SCORPIO,,,0,376040,476000,405000,428500,438000,,,
1785,5VDE131020,BURING YAMAHA MIO,,,0,276895,350500,298000,315500,323000,,,
